Date : 2026-05-31 09:16:57
Directory : /home/developer/projects/open-navigator
Total : 1886 files,  -6270 codes, -2355 comments, -1547 blanks, all -10172 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/google_civic/google_civic_integration.py                                          | Python             |        271 |         42 |         56 |        369 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/google_civic/jurisdiction_elections.py                                            | Python             |          8 |          5 |          3 |         16 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/irs/README.md                                                                     | Markdown           |         39 |          0 |         17 |         56 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/irs/README_IRS_BMF.md                                                             | Markdown           |         62 |          0 |         22 |         84 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/irs/README_NONPROFIT_DISCOVERY.md                                                 | Markdown           |        338 |          0 |        102 |        440 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/irs/__init__.py                                                                   | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/irs/create_nonprofit_officer_contacts.py                                          | Python             |         99 |         26 |         28 |        153 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/irs/manage_nonprofits.py                                                          | Python             |        189 |         46 |         69 |        304 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/irs/nonprofit_discovery.py                                                        | Python             |        410 |        164 |        119 |        693 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/leagueofcities/__init__.py                                                        | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/leagueofcities/download_league_city_directories.py                                | Python             |      1,791 |        104 |        167 |      2,062 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/leagueofcities/league_website_sanitize.py                                         | Python             |         58 |         11 |         15 |         84 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/leagueofcities/readme.md                                                          | Markdown           |         52 |          0 |          0 |         52 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/leagueofcities/sanitize_league_cache_websites.py                                  | Python             |         45 |          8 |         10 |         63 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/naco/README.md                                                                    | Markdown           |         54 |          0 |         28 |         82 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/naco/__init__.py                                                                  | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/naco/scrape_counties.py                                                           | Python             |        522 |         77 |         80 |        679 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/nces/README.md                                                                    | Markdown           |         82 |          0 |         34 |        116 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/nces/README_ENRICHMENT.md                                                         | Markdown           |        160 |          0 |         46 |        206 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/nces/__init__.py                                                                  | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/nces/download.py                                                                  | Python             |        303 |         16 |         34 |        353 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/nces/enrich_jurisdictions.py                                                      | Python             |        288 |         53 |         58 |        399 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/nces/update_jurisdictions_simple.py                                               | Python             |         92 |        163 |         12 |        267 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/openstates/__init__.py                                                            | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/openstates/load_openstates_documents.py                                           | Python             |        470 |        198 |        108 |        776 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/openstates/openstates_sources.py                                                  | Python             |        163 |         69 |         65 |        297 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/README.md                                                                 | Markdown           |         97 |          0 |         39 |        136 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/__init__.py                                                               | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/batch_state_parcels.py                                                    | Python             |        223 |         13 |         39 |        275 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/esri_endpoints.py                                                         | Python             |         81 |         14 |         21 |        116 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/extract_parcel_attributes.py                                              | Python             |        188 |         23 |         34 |        245 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/field_mappings.py                                                         | Python             |         95 |          9 |          9 |        113 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/parse_openaddresses_sources.py                                            | Python             |        231 |         16 |         38 |        285 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/scout_arcgis_hub.py                                                       | Python             |        147 |         13 |         22 |        182 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/seeds/al_manual_overrides.json                                            | JSON               |          8 |          0 |          1 |          9 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/seeds/al_tuscaloosa_county.json                                           | JSON               |          9 |          0 |          1 |         10 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/parcels/validate_parcel_seeds.py                                                  | Python             |         76 |         12 |         18 |        106 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/powerbi_ballot_measures/__init__.py                                               | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/powerbi_ballot_measures/download_powerbi_ballot_measures.py                       | Python             |        368 |         46 |         56 |        470 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/uscm/README.md                                                                    | Markdown           |         80 |          0 |         33 |        113 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/uscm/__init__.py                                                                  | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/uscm/download_mayors.py                                                           | Python             |          0 |          0 |          1 |          1 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/uscm/download_uscm_mayors.py                                                      | Python             |        250 |         19 |         44 |        313 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/uscm/scrape_meet_the_mayors.py                                                    | Python             |          8 |          6 |          3 |         17 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/uscm/state_names.py                                                               | Python             |         54 |          1 |          3 |         58 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/__init__.py                                                              | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/generate_mapping_report.sql                                              | MS SQL             |       -108 |        -13 |        -10 |       -131 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/load_channels.py                                                         | Python             |       -449 |       -200 |        -44 |       -693 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/load_jurisdictions_wikidata.py                                           | Python             |          0 |          3 |          0 |          3 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/run_hydrate_county_websites.sh                                           | Shell Script       |        -11 |         -9 |         -5 |        -25 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/run_hydrate_municipality_websites.sh                                     | Shell Script       |        -11 |        -10 |         -5 |        -26 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/run_load_jurisdictions_wikidata.sh                                       | Shell Script       |         -8 |         -3 |         -4 |        -15 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/run_municipality_websites_gap_states.sh                                  | Shell Script       |        -76 |        -14 |        -15 |       -105 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/run_wikidata_happy_path.sh                                               | Shell Script       |         -8 |        -11 |         -4 |        -23 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/wikidata/run_wikidata_priority_states_background.sh                               | Shell Script       |        -37 |        -16 |         -8 |        -61 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/__init__.py                                                               | Python             |          0 |          1 |          1 |          2 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/audit_ga_jurisdiction_youtube_gaps.sql                                    | MS SQL             |       -103 |        -19 |         -9 |       -131 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/audit_ga_jurisdiction_youtube_gaps_minimal.sql                            | MS SQL             |        -29 |         -4 |         -4 |        -37 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/audit_ga_youtube_download_filters.sql                                     | MS SQL             |       -255 |        -23 |         -9 |       -287 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/audit_localview_youtube_bronze_overlap.sql                                | MS SQL             |        -80 |        -17 |        -13 |       -110 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/audit_youtube_jurisdiction_coverage.sql                                   | MS SQL             |       -327 |        -18 |        -25 |       -370 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/backfill_transcripts.py                                                   | Python             |        -86 |         21 |        -23 |        -88 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/batch_job_dashboard.py                                                    | Python             |       -844 |       -110 |        -71 |     -1,025 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/batch_job_db.py                                                           | Python             |       -423 |       -296 |        -52 |       -771 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/batch_job_status.py                                                       | Python             |     -1,235 |       -118 |       -160 |     -1,513 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/clear_pattern_match_youtube_primaries.sql                                 | MS SQL             |        -17 |         -5 |         -5 |        -27 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/download_audio_to_drive.py                                                | Python             |          2 |         -1 |         -1 |          0 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/download_youtube_audio_al.sh                                              | Shell Script       |         -6 |         -5 |         -1 |        -12 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/download_youtube_audio_ga.sh                                              | Shell Script       |         -6 |         -8 |         -1 |        -15 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/download_youtube_audio_in.sh                                              | Shell Script       |         -6 |         -5 |         -1 |        -12 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/download_youtube_audio_mt.sh                                              | Shell Script       |         -6 |         -4 |         -1 |        -11 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/link_youtube_bronze_from_localview_apply.sql                              | MS SQL             |        -86 |         -6 |         -8 |       -100 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/link_youtube_bronze_from_localview_preview.sql                            | MS SQL             |        -91 |         -6 |         -6 |       -103 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/load_missing_county_channels.py                                           | Python             |         31 |          4 |          4 |         39 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_audit_ga_jurisdiction_youtube_gaps.sh                                 | Shell Script       |        -39 |         -3 |         -8 |        -50 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_audit_ga_youtube_download_filters.sh                                  | Shell Script       |        -17 |        -10 |         -6 |        -33 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_audit_localview_youtube_bronze_overlap.sh                             | Shell Script       |        -21 |         -4 |         -7 |        -32 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_audit_youtube_jurisdiction_coverage.sh                                | Shell Script       |        -23 |         -6 |         -9 |        -38 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_backfill_bronze_youtube_publish_dates.sh                              | Shell Script       |         -9 |        -12 |         -5 |        -26 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_link_youtube_bronze_from_localview.sh                                 | Shell Script       |        -23 |         -8 |         -8 |        -39 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_load_youtube_events_terminal.sh                                       | Shell Script       |        -49 |        -31 |         -5 |        -85 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_priority_states_channel_pipeline.sh                                   | Shell Script       |       -121 |        -31 |        -21 |       -173 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/run_priority_states_last_n.sh                                             | Shell Script       |       -413 |        -40 |        -29 |       -482 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/setup_channels_bronze.sh                                                  | Shell Script       |        -49 |         -8 |         -9 |        -66 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/audit_ga_jurisdiction_youtube_gaps.sql                                | MS SQL             |        103 |         19 |          9 |        131 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/audit_ga_jurisdiction_youtube_gaps_minimal.sql                        | MS SQL             |         29 |          4 |          4 |         37 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/audit_ga_youtube_download_filters.sql                                 | MS SQL             |        255 |         23 |          9 |        287 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/audit_localview_youtube_bronze_overlap.sql                            | MS SQL             |         80 |         17 |         13 |        110 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/audit_youtube_jurisdiction_coverage.sql                               | MS SQL             |        327 |         18 |         25 |        370 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/clear_pattern_match_youtube_primaries.sql                             | MS SQL             |         17 |          5 |          5 |         27 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/link_youtube_bronze_from_localview_apply.sql                          | MS SQL             |         86 |          6 |          8 |        100 |
| /home/developer/projects/open-navigator/packages/scrapers/src/scrapers/youtube/sql/link_youtube_bronze_from_localview_preview.sql                        | MS SQL             |         91 |          6 |          6 |        103 |
| /home/developer/projects/open-navigator/pipeline/__init__.py                                                                                             | Python             |         -2 |         -1 |         -2 |         -5 |
| /home/developer/projects/open-navigator/pipeline/create_campaigns_gold_tables.py                                                                         | Python             |       -359 |       -133 |        -91 |       -583 |
| /home/developer/projects/open-navigator/pipeline/create_contacts_gold_tables.py                                                                          | Python             |       -339 |       -127 |       -107 |       -573 |
| /home/developer/projects/open-navigator/pipeline/create_events_gold_tables.py                                                                            | Python             |       -219 |        -66 |        -77 |       -362 |
| /home/developer/projects/open-navigator/pipeline/create_grants_gold_tables.py                                                                            | Python             |       -182 |       -110 |        -43 |       -335 |
| /home/developer/projects/open-navigator/pipeline/create_meetings_gold_tables.py                                                                          | Python             |       -219 |        -66 |        -77 |       -362 |
| /home/developer/projects/open-navigator/pipeline/create_nonprofits_gold_tables.py                                                                        | Python             |       -318 |       -117 |        -78 |       -513 |
| /home/developer/projects/open-navigator/pipeline/delta_lake.py                                                                                           | Python             |       -274 |        -75 |         -7 |       -356 |
| /home/developer/projects/open-navigator/pipeline/delta_lake_queries.py                                                                                   | Python             |        -84 |       -122 |         -2 |       -208 |
| /home/developer/projects/open-navigator/pipeline/huggingface_publisher.py                                                                                | Python             |       -226 |       -137 |        -79 |       -442 |
| /home/developer/projects/open-navigator/requirements.txt                                                                                                 | pip requirements   |         27 |        -27 |          0 |          0 |
| /home/developer/projects/open-navigator/scripts/colab/01_copy_scraped_meetings_cache_to_gdrive.py                                                        | Python             |       -308 |        -29 |        -35 |       -372 |
| /home/developer/projects/open-navigator/scripts/colab/02_run_meeting_llm.ipynb                                                                           | JSON               |     -2,306 |          0 |         -1 |     -2,307 |
| /home/developer/projects/open-navigator/scripts/colab/README.md                                                                                          | Markdown           |       -140 |          0 |        -50 |       -190 |
| /home/developer/projects/open-navigator/scripts/colab/colab_bootstrap.py                                                                                 | Python             |       -161 |        -23 |        -32 |       -216 |
| /home/developer/projects/open-navigator/scripts/colab/colab_demos.py                                                                                     | Python             |     -1,265 |        -23 |        -74 |     -1,362 |
| /home/developer/projects/open-navigator/scripts/colab/colab_local_raw_mirror.py                                                                          | Python             |       -145 |        -23 |        -32 |       -200 |
| /home/developer/projects/open-navigator/scripts/colab/colab_notebook_ui.py                                                                               | Python             |       -149 |        -17 |        -29 |       -195 |
| /home/developer/projects/open-navigator/scripts/colab/colab_paths.py                                                                                     | Python             |        -63 |        -24 |        -23 |       -110 |
| /home/developer/projects/open-navigator/scripts/colab/colab_public_data.py                                                                               | Python             |       -276 |        -22 |        -49 |       -347 |
| /home/developer/projects/open-navigator/scripts/colab/colab_runtime_phases.py                                                                            | Python             |       -101 |        -13 |        -22 |       -136 |
| /home/developer/projects/open-navigator/scripts/colab/colab_safety_review.py                                                                             | Python             |       -215 |        -11 |        -37 |       -263 |
| /home/developer/projects/open-navigator/scripts/colab/colab_timed_steps.py                                                                               | Python             |       -128 |        -19 |        -29 |       -176 |
| /home/developer/projects/open-navigator/scripts/colab/demo_scope.py                                                                                      | Python             |       -254 |        -14 |        -34 |       -302 |
| /home/developer/projects/open-navigator/scripts/colab/gatekeeper_triage.py                                                                               | Python             |     -1,975 |       -262 |       -292 |     -2,529 |
| /home/developer/projects/open-navigator/scripts/colab/gemma_hf_backend.py                                                                                | Python             |       -633 |        -87 |       -141 |       -861 |
| /home/developer/projects/open-navigator/scripts/colab/genai_quota_retry.py                                                                               | Python             |        -90 |        -12 |        -19 |       -121 |
| /home/developer/projects/open-navigator/scripts/colab/governance_meeting_llm.py                                                                          | Python             |     -1,939 |       -380 |       -326 |     -2,645 |
| /home/developer/projects/open-navigator/scripts/colab/jurisdiction_pipeline.py                                                                           | Python             |       -438 |        -21 |        -59 |       -518 |
| /home/developer/projects/open-navigator/scripts/colab/media_playback_links.py                                                                            | Python             |       -321 |        -21 |        -39 |       -381 |
| /home/developer/projects/open-navigator/scripts/colab/meeting_consolidated_summary.py                                                                    | Python             |       -867 |        -26 |        -92 |       -985 |
| /home/developer/projects/open-navigator/scripts/colab/meeting_date_scope.py                                                                              | Python             |       -704 |        -88 |       -108 |       -900 |
| /home/developer/projects/open-navigator/scripts/colab/meeting_grouping.py                                                                                | Python             |     -1,181 |        -87 |       -161 |     -1,429 |
| /home/developer/projects/open-navigator/scripts/colab/mount_drive.sh                                                                                     | Shell Script       |         -5 |         -1 |         -3 |         -9 |
| /home/developer/projects/open-navigator/scripts/colab/pipeline_logging.py                                                                                | Python             |       -342 |        -13 |        -58 |       -413 |
| /home/developer/projects/open-navigator/scripts/colab/pipeline_media_scope.py                                                                            | Python             |       -214 |        -22 |        -39 |       -275 |
| /home/developer/projects/open-navigator/scripts/colab/pipeline_output_links.py                                                                           | Python             |       -172 |        -11 |        -27 |       -210 |
| /home/developer/projects/open-navigator/scripts/colab/probe_google_gemma_studio.py                                                                       | Python             |        -30 |         -2 |         -8 |        -40 |
| /home/developer/projects/open-navigator/scripts/colab/theme_audit.py                                                                                     | Python             |        -96 |         -8 |        -11 |       -115 |
| /home/developer/projects/open-navigator/scripts/database/target_database_url.py                                                                          | Python             |        -18 |         -9 |         -6 |        -33 |
| /home/developer/projects/open-navigator/scripts/datasources/ballotpedia/README.md                                                                        | Markdown           |        -57 |          0 |        -22 |        -79 |
| /home/developer/projects/open-navigator/scripts/datasources/ballotpedia/__init__.py                                                                      | Python             |          0 |         -1 |         -1 |         -2 |
| /home/developer/projects/open-navigator/scripts/datasources/ballotpedia/ballotpedia_integration.py                                                       | Python             |     -1,121 |       -295 |       -155 |     -1,571 |
| /home/developer/projects/open-navigator/scripts/datasources/ballotpedia/download_ballotpedia_measures.py                                                 | Python             |       -252 |        -90 |        -15 |       -357 |
| /home/developer/projects/open-navigator/scripts/datasources/bls/__init__.py                                                                              | Python             |          0 |          0 |         -1 |         -1 |
| /home/developer/projects/open-navigator/scripts/datasources/bls/load_bls_cpi.py                                                                          | Python             |         -4 |        -16 |         -3 |        -23 |
| /home/developer/projects/open-navigator/scripts/datasources/cdp/README.md                                                                                | Markdown           |       -187 |          0 |        -75 |       -262 |
| /home/developer/projects/open-navigator/scripts/datasources/cdp/load_cdp_api.py                                                                          | Python             |       -222 |        -41 |        -45 |       -308 |
| /home/developer/projects/open-navigator/scripts/datasources/cdp/load_cdp_events.py                                                                       | Python             |       -183 |        -74 |        -50 |       -307 |
| /home/developer/projects/open-navigator/scripts/datasources/census/DATASETS.md                                                                           | Markdown           |       -239 |          0 |        -84 |       -323 |
| /home/developer/projects/open-navigator/scripts/datasources/census/README.md                                                                             | Markdown           |       -156 |          0 |        -61 |       -217 |
| /home/developer/projects/open-navigator/scripts/datasources/census/STATUS.md                                                                             | Markdown           |       -189 |          0 |        -59 |       -248 |
| /home/developer/projects/open-navigator/scripts/datasources/census/__init__.py                                                                           | Python             |          0 |          0 |         -1 |         -1 |
| /home/developer/projects/open-navigator/scripts/datasources/census/add_jurisdiction_columns_to_search.sql                                                | MS SQL             |        -19 |        -11 |         -5 |        -35 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_acs.sh                                                                | Shell Script       |        -25 |        -19 |         -7 |        -51 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_acs_data.py                                                           | Python             |       -492 |       -113 |        -75 |       -680 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_finance_variables.py                                                  | Python             |         -4 |        -19 |         -3 |        -26 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_gazetteer.py                                                          | Python             |       -144 |        -29 |        -36 |       -209 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_municipalities.py                                                     | Python             |        -41 |        -25 |        -20 |        -86 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_relationships.py                                                      | Python             |       -138 |        -54 |        -38 |       -230 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_school_districts.py                                                   | Python             |       -151 |        -43 |        -40 |       -234 |
| /home/developer/projects/open-navigator/scripts/datasources/census/download_census_shapefiles.py                                                         | Python             |       -155 |        -72 |        -45 |       -272 |
| /home/developer/projects/open-navigator/scripts/datasources/census/enrich_jurisdictions_county_fips.py                                                   | Python             |       -113 |       -220 |        -21 |       -354 |
| /home/developer/projects/open-navigator/scripts/datasources/census/enrich_nonprofits_with_county_fips.sql                                                | MS SQL             |       -173 |        -23 |        -19 |       -215 |
| /home/developer/projects/open-navigator/scripts/datasources/census/enrich_nonprofits_with_place_geoid.sql                                                | MS SQL             |       -103 |        -21 |        -15 |       -139 |
| /home/developer/projects/open-navigator/scripts/datasources/census/export_census_map_static.py                                                           | Python             |       -728 |        -64 |        -73 |       -865 |
| /home/developer/projects/open-navigator/scripts/datasources/census/export_zcta_metrics.py                                                                | Python             |       -238 |        -90 |        -44 |       -372 |
| /home/developer/projects/open-navigator/scripts/datasources/census/link_cities_counties_to_search.py                                                     | Python             |       -119 |       -213 |        -13 |       -345 |
| /home/developer/projects/open-navigator/scripts/datasources/census/run_acs_download.sh                                                                   | Shell Script       |         -4 |         -8 |         -2 |        -14 |
| /home/developer/projects/open-navigator/scripts/datasources/census/sync_jurisdictions_fast.sql                                                           | MS SQL             |        -53 |        -18 |        -18 |        -89 |
| /home/developer/projects/open-navigator/scripts/datasources/census/sync_nonprofit_jurisdictions.py                                                       | Python             |       -119 |        -22 |        -27 |       -168 |
| /home/developer/projects/open-navigator/scripts/datasources/census/verify_bronze_migration.py                                                            | Python             |       -129 |        -17 |        -33 |       -179 |
| /home/developer/projects/open-navigator/scripts/datasources/dot/build_dot_unified_events.py                                                              | Python             |       -248 |        -23 |        -31 |       -302 |
| /home/developer/projects/open-navigator/scripts/datasources/dot/extract_dot_event_candidates_from_cache.py                                               | Python             |       -197 |        -23 |        -33 |       -253 |
| /home/developer/projects/open-navigator/scripts/datasources/fec/POLITICAL_FINANCE_QUICK_START.md                                                         | Markdown           |       -308 |          0 |        -94 |       -402 |
| /home/developer/projects/open-navigator/scripts/datasources/fec/POLITICAL_INFLUENCE_INTEGRATION.md                                                       | Markdown           |       -384 |          0 |        -91 |       -475 |
| /home/developer/projects/open-navigator/scripts/datasources/fec/README.md                                                                                | Markdown           |       -215 |          0 |        -48 |       -263 |
| /home/developer/projects/open-navigator/scripts/datasources/fec/fec_integration.py                                                                       | Python             |       -300 |       -164 |        -77 |       -541 |
| /home/developer/projects/open-navigator/scripts/datasources/fec/fec_paths.py                                                                             | Python             |        -10 |         -6 |         -6 |        -22 |
| /home/developer/projects/open-navigator/scripts/datasources/fec/run_bulk_download.sh                                                                     | Shell Script       |        -12 |         -7 |         -7 |        -26 |
| /home/developer/projects/open-navigator/scripts/datasources/fec/unzip_fec_data.py                                                                        | Python             |       -406 |       -168 |        -98 |       -672 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/MERGE_STATUS.md                                                                       | Markdown           |       -213 |          0 |        -68 |       -281 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/README.md                                                                             | Markdown           |       -391 |          0 |       -114 |       -505 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/README_BRONZE_MERGE.md                                                                | Markdown           |       -183 |          0 |        -63 |       -246 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/__init__.py                                                                           | Python             |          0 |         -1 |         -1 |         -2 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/analyze_with_multi_models.py                                                          | Python             |       -157 |        -44 |        -36 |       -237 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/check_models_used.py                                                                  | Python             |        -62 |         -9 |        -19 |        -90 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/compare_model_extractions.py                                                          | Python             |       -162 |        -37 |        -42 |       -241 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/entity_resolution.py                                                                  | Python             |       -228 |       -122 |        -93 |       -443 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/load_enriched_events_ai.py                                                            | Python             |       -280 |        -28 |        -61 |       -369 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/load_meeting_transcripts.py                                                           | Python             |       -508 |       -191 |        -49 |       -748 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/merge_bronze_to_production.py                                                         | Python             |       -612 |        -96 |       -114 |       -822 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/moa_synthesize.py                                                                     | Python             |       -273 |       -155 |        -41 |       -469 |
| /home/developer/projects/open-navigator/scripts/datasources/gemini/run_bronze_merge.sh                                                                   | Shell Script       |       -153 |         -5 |        -32 |       -190 |
| /home/developer/projects/open-navigator/scripts/datasources/google_civic/README.md                                                                       | Markdown           |         -4 |          0 |         -4 |         -8 |
| /home/developer/projects/open-navigator/scripts/datasources/google_civic/google_civic_integration.py                                                     | Python             |       -271 |        -42 |        -56 |       -369 |
| /home/developer/projects/open-navigator/scripts/datasources/google_civic/jurisdiction_elections.py                                                       | Python             |         -8 |         -5 |         -3 |        -16 |
| /home/developer/projects/open-navigator/scripts/datasources/govwebsites/scrape_gov_websites.py                                                           | Python             |       -142 |       -108 |        -38 |       -288 |
| /home/developer/projects/open-navigator/scripts/datasources/irs/README.md                                                                                | Markdown           |        -39 |          0 |        -17 |        -56 |
| /home/developer/projects/open-navigator/scripts/datasources/irs/README_IRS_BMF.md                                                                        | Markdown           |        -62 |          0 |        -22 |        -84 |
| /home/developer/projects/open-navigator/scripts/datasources/irs/README_NONPROFIT_DISCOVERY.md                                                            | Markdown           |       -338 |          0 |       -102 |       -440 |
