Date : 2026-05-31 09:16:57
Directory : /home/developer/projects/open-navigator
Total : 1886 files,  -6270 codes, -2355 comments, -1547 blanks, all -10172 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/MI_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/MN_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/MO_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/MP_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/MS_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/MT_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/NC_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/ND_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/NE_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/NH_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/NJ_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/NM_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/NV_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/NY_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/OH_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/OK_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/OR_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/PA_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/PR_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/RI_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/SC_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/SD_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/TN_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/TX_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/UT_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/VA_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/VI_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/VT_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/WA_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/WI_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/WV_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/public/wikimedia/outlines/WY_outline.svg                                                                | XML                |         -4 |          0 |         -1 |         -5 |
| /home/developer/projects/open-navigator/frontend/src/App.tsx                                                                                             | TypeScript JSX     |       -154 |        -12 |        -11 |       -177 |
| /home/developer/projects/open-navigator/frontend/src/api/batchJobs.ts                                                                                    | TypeScript         |       -179 |         -6 |        -17 |       -202 |
| /home/developer/projects/open-navigator/frontend/src/api/jurisdictionMappingMissingYoutube.ts                                                            | TypeScript         |        -55 |         -2 |         -7 |        -64 |
| /home/developer/projects/open-navigator/frontend/src/api/jurisdictionMappingUnmapped.ts                                                                  | TypeScript         |        -60 |         -2 |         -7 |        -69 |
| /home/developer/projects/open-navigator/frontend/src/api/jurisdictionMappingYoutubeDiagnostics.ts                                                        | TypeScript         |       -135 |         -4 |        -16 |       -155 |
| /home/developer/projects/open-navigator/frontend/src/components/AddressLookup.tsx                                                                        | TypeScript JSX     |       -585 |        -31 |        -62 |       -678 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusDrilldownLocalView.tsx                                                             | TypeScript JSX     |       -262 |        -30 |        -17 |       -309 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusDrilldownStage.tsx                                                                 | TypeScript JSX     |       -898 |       -151 |        -38 |     -1,087 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusMapDisplayPopover.tsx                                                              | TypeScript JSX     |       -189 |        -10 |        -12 |       -211 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusMapLeftRail.tsx                                                                    | TypeScript JSX     |       -114 |        -13 |         -6 |       -133 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusMapLegends.tsx                                                                     | TypeScript JSX     |       -239 |          0 |         -5 |       -244 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusMetricBrowserPanel.tsx                                                             | TypeScript JSX     |        -89 |        -13 |         -5 |       -107 |
| /home/developer/projects/open-navigator/frontend/src/components/CensusRaceBarChart.tsx                                                                   | TypeScript JSX     |       -329 |        -18 |        -21 |       -368 |
| /home/developer/projects/open-navigator/frontend/src/components/DataExplorerLayout.tsx                                                                   | TypeScript JSX     |        -95 |         -1 |         -5 |       -101 |
| /home/developer/projects/open-navigator/frontend/src/components/ExploreQuickNavSidebarPanel.tsx                                                          | TypeScript JSX     |        -14 |         -5 |         -2 |        -21 |
| /home/developer/projects/open-navigator/frontend/src/components/FollowButton.tsx                                                                         | TypeScript JSX     |       -147 |         -4 |        -10 |       -161 |
| /home/developer/projects/open-navigator/frontend/src/components/GiniInequalityReadout.tsx                                                                | TypeScript JSX     |        -44 |         -2 |         -3 |        -49 |
| /home/developer/projects/open-navigator/frontend/src/components/HeroLicensePlateBadge.tsx                                                                | TypeScript JSX     |       -251 |         -2 |        -22 |       -275 |
| /home/developer/projects/open-navigator/frontend/src/components/HeroStateSilhouetteBadge.tsx                                                             | TypeScript JSX     |        -83 |          0 |         -8 |        -91 |
| /home/developer/projects/open-navigator/frontend/src/components/HomeExploreQuickNav.tsx                                                                  | TypeScript JSX     |       -276 |         -8 |        -19 |       -303 |
| /home/developer/projects/open-navigator/frontend/src/components/InflationToggle.tsx                                                                      | TypeScript JSX     |        -49 |        -12 |         -3 |        -64 |
| /home/developer/projects/open-navigator/frontend/src/components/InfoHelpTrigger.tsx                                                                      | TypeScript JSX     |        -34 |         -6 |         -4 |        -44 |
| /home/developer/projects/open-navigator/frontend/src/components/JurisdictionDiscovery.tsx                                                                | TypeScript JSX     |       -239 |        -13 |        -17 |       -269 |
| /home/developer/projects/open-navigator/frontend/src/components/Layout.tsx                                                                               | TypeScript JSX     |       -558 |        -16 |        -24 |       -598 |
| /home/developer/projects/open-navigator/frontend/src/components/MapAddressSearch.tsx                                                                     | TypeScript JSX     |       -245 |        -23 |        -15 |       -283 |
| /home/developer/projects/open-navigator/frontend/src/components/MultiSelect.tsx                                                                          | TypeScript JSX     |       -128 |         -2 |         -8 |       -138 |
| /home/developer/projects/open-navigator/frontend/src/components/RegistrationModal.tsx                                                                    | TypeScript JSX     |       -192 |         -7 |        -18 |       -217 |
| /home/developer/projects/open-navigator/frontend/src/components/ScorecardTrendAndGiniLegend.tsx                                                          | TypeScript JSX     |        -73 |         -3 |         -5 |        -81 |
| /home/developer/projects/open-navigator/frontend/src/components/ScrollToTop.tsx                                                                          | TypeScript JSX     |         -9 |         -4 |         -4 |        -17 |
| /home/developer/projects/open-navigator/frontend/src/components/SocialStats.tsx                                                                          | TypeScript JSX     |       -106 |         -2 |        -14 |       -122 |
| /home/developer/projects/open-navigator/frontend/src/components/USMap.tsx                                                                                | TypeScript JSX     |       -461 |        -46 |        -60 |       -567 |
| /home/developer/projects/open-navigator/frontend/src/contexts/AuthContext.tsx                                                                            | TypeScript JSX     |       -122 |         -9 |        -19 |       -150 |
| /home/developer/projects/open-navigator/frontend/src/contexts/LocationContext.tsx                                                                        | TypeScript JSX     |        -77 |         -7 |        -19 |       -103 |
| /home/developer/projects/open-navigator/frontend/src/data/causes.ts                                                                                      | TypeScript         |        -61 |         -2 |         -3 |        -66 |
| /home/developer/projects/open-navigator/frontend/src/data/exploreActionPhases.ts                                                                         | TypeScript         |       -510 |         -6 |        -36 |       -552 |
| /home/developer/projects/open-navigator/frontend/src/data/homeQuickNavFlyouts.tsx                                                                        | TypeScript JSX     |       -349 |         -1 |        -11 |       -361 |
| /home/developer/projects/open-navigator/frontend/src/data/wikicommonsPlatesLatest.json                                                                   | JSON               |        -26 |          0 |         -1 |        -27 |
| /home/developer/projects/open-navigator/frontend/src/data/wikimediaStateSilhouettes.json                                                                 | JSON               |       -116 |          0 |         -1 |       -117 |
| /home/developer/projects/open-navigator/frontend/src/hooks/useCpiAnnual.ts                                                                               | TypeScript         |        -23 |        -12 |         -5 |        -40 |
| /home/developer/projects/open-navigator/frontend/src/hooks/useInflationToggle.ts                                                                         | TypeScript         |        -40 |        -13 |         -9 |        -62 |
| /home/developer/projects/open-navigator/frontend/src/index.css                                                                                           | PostCSS            |       -726 |        -10 |        -34 |       -770 |
| /home/developer/projects/open-navigator/frontend/src/lib/api.ts                                                                                          | TypeScript         |       -127 |        -14 |        -26 |       -167 |
| /home/developer/projects/open-navigator/frontend/src/lib/api.types.ts                                                                                    | TypeScript         |     -1,149 |       -408 |         -2 |     -1,559 |
| /home/developer/projects/open-navigator/frontend/src/lib/apiClient.ts                                                                                    | TypeScript         |         -3 |        -11 |         -2 |        -16 |
| /home/developer/projects/open-navigator/frontend/src/main.tsx                                                                                            | TypeScript JSX     |        -39 |          0 |         -4 |        -43 |
| /home/developer/projects/open-navigator/frontend/src/pages/AdvocacyTopics.tsx                                                                            | TypeScript JSX     |       -217 |         -5 |         -8 |       -230 |
| /home/developer/projects/open-navigator/frontend/src/pages/Analytics.tsx                                                                                 | TypeScript JSX     |       -204 |        -32 |        -14 |       -250 |
| /home/developer/projects/open-navigator/frontend/src/pages/BatchJobStatusPage.tsx                                                                        | TypeScript JSX     |     -1,421 |         -1 |        -68 |     -1,490 |
| /home/developer/projects/open-navigator/frontend/src/pages/BillDetail.tsx                                                                                | TypeScript JSX     |       -248 |         -7 |        -15 |       -270 |
| /home/developer/projects/open-navigator/frontend/src/pages/CensusDrilldownMapPage.tsx                                                                    | TypeScript JSX     |     -1,708 |       -172 |        -72 |     -1,952 |
| /home/developer/projects/open-navigator/frontend/src/pages/CensusMapPage.tsx                                                                             | TypeScript JSX     |     -3,820 |        -55 |       -208 |     -4,083 |
| /home/developer/projects/open-navigator/frontend/src/pages/Dashboard.tsx                                                                                 | TypeScript JSX     |       -183 |         -6 |        -13 |       -202 |
| /home/developer/projects/open-navigator/frontend/src/pages/DataExplorerScorecardPage.tsx                                                                 | TypeScript JSX     |     -1,323 |         -9 |        -82 |     -1,414 |
| /home/developer/projects/open-navigator/frontend/src/pages/DebateGrader.tsx                                                                              | TypeScript JSX     |       -245 |         -8 |        -22 |       -275 |
| /home/developer/projects/open-navigator/frontend/src/pages/Developers.tsx                                                                                | TypeScript JSX     |       -182 |         -8 |        -11 |       -201 |
| /home/developer/projects/open-navigator/frontend/src/pages/Documents.tsx                                                                                 | TypeScript JSX     |       -216 |         -5 |        -13 |       -234 |
| /home/developer/projects/open-navigator/frontend/src/pages/Events.tsx                                                                                    | TypeScript JSX     |       -105 |         -6 |         -6 |       -117 |
| /home/developer/projects/open-navigator/frontend/src/pages/Explore.tsx                                                                                   | TypeScript JSX     |       -472 |          0 |        -25 |       -497 |
| /home/developer/projects/open-navigator/frontend/src/pages/FactChecking.tsx                                                                              | TypeScript JSX     |       -252 |         -6 |        -11 |       -269 |
| /home/developer/projects/open-navigator/frontend/src/pages/Hackathons.tsx                                                                                | TypeScript JSX     |       -235 |        -10 |        -12 |       -257 |
| /home/developer/projects/open-navigator/frontend/src/pages/Heatmap.tsx                                                                                   | TypeScript JSX     |       -159 |         -4 |        -13 |       -176 |
| /home/developer/projects/open-navigator/frontend/src/pages/Home.tsx                                                                                      | TypeScript JSX     |     -1,698 |        -80 |        -96 |     -1,874 |
| /home/developer/projects/open-navigator/frontend/src/pages/HomeModern.tsx                                                                                | TypeScript JSX     |     -1,272 |        -75 |        -81 |     -1,428 |
| /home/developer/projects/open-navigator/frontend/src/pages/JurisdictionMappingQualityPage.tsx                                                            | TypeScript JSX     |        -62 |          0 |         -8 |        -70 |
| /home/developer/projects/open-navigator/frontend/src/pages/JurisdictionsSearch.tsx                                                                       | TypeScript JSX     |       -684 |        -33 |        -51 |       -768 |
| /home/developer/projects/open-navigator/frontend/src/pages/LighthouseReportPage.tsx                                                                      | TypeScript JSX     |       -300 |         -1 |        -22 |       -323 |
| /home/developer/projects/open-navigator/frontend/src/pages/Nonprofits.tsx                                                                                | TypeScript JSX     |       -286 |         -6 |        -24 |       -316 |
| /home/developer/projects/open-navigator/frontend/src/pages/NonprofitsHF.tsx                                                                              | TypeScript JSX     |       -354 |        -26 |        -29 |       -409 |
| /home/developer/projects/open-navigator/frontend/src/pages/NotFound.tsx                                                                                  | TypeScript JSX     |       -103 |         -4 |        -10 |       -117 |
| /home/developer/projects/open-navigator/frontend/src/pages/OpenSource.tsx                                                                                | TypeScript JSX     |       -238 |         -5 |        -12 |       -255 |
| /home/developer/projects/open-navigator/frontend/src/pages/Opportunities.tsx                                                                             | TypeScript JSX     |       -145 |         -6 |        -14 |       -165 |
| /home/developer/projects/open-navigator/frontend/src/pages/PeopleFinder.tsx                                                                              | TypeScript JSX     |       -400 |        -21 |        -36 |       -457 |
| /home/developer/projects/open-navigator/frontend/src/pages/PolicyMap.tsx                                                                                 | TypeScript JSX     |     -1,061 |        -64 |        -74 |     -1,199 |
| /home/developer/projects/open-navigator/frontend/src/pages/Profile.tsx                                                                                   | TypeScript JSX     |       -381 |         -9 |        -20 |       -410 |
| /home/developer/projects/open-navigator/frontend/src/pages/Services.tsx                                                                                  | TypeScript JSX     |       -136 |        -10 |        -10 |       -156 |
| /home/developer/projects/open-navigator/frontend/src/pages/Settings.tsx                                                                                  | TypeScript JSX     |       -279 |        -15 |        -23 |       -317 |
| /home/developer/projects/open-navigator/frontend/src/pages/UnifiedSearch.tsx                                                                             | TypeScript JSX     |     -1,531 |        -85 |       -109 |     -1,725 |
| /home/developer/projects/open-navigator/frontend/src/pages/jurisdiction-quality/CountyYoutubeDiagnosticsSection.tsx                                      | TypeScript JSX     |       -451 |        -10 |        -26 |       -487 |
| /home/developer/projects/open-navigator/frontend/src/pages/jurisdiction-quality/EntityQualityDashboard.tsx                                               | TypeScript JSX     |     -2,907 |        -23 |       -128 |     -3,058 |
| /home/developer/projects/open-navigator/frontend/src/pages/jurisdiction-quality/StateYoutubeCategorySection.tsx                                          | TypeScript JSX     |       -274 |          0 |        -20 |       -294 |
| /home/developer/projects/open-navigator/frontend/src/utils/batchJobTiming.ts                                                                             | TypeScript         |       -308 |        -11 |        -36 |       -355 |
| /home/developer/projects/open-navigator/frontend/src/utils/censusDataDictionary.ts                                                                       | TypeScript         |       -253 |        -22 |        -19 |       -294 |
| /home/developer/projects/open-navigator/frontend/src/utils/censusMapNarrative.ts                                                                         | TypeScript         |       -400 |        -22 |        -39 |       -461 |
| /home/developer/projects/open-navigator/frontend/src/utils/censusMapTransforms.ts                                                                        | TypeScript         |       -267 |        -44 |        -25 |       -336 |
| /home/developer/projects/open-navigator/frontend/src/utils/censusMapValueMode.ts                                                                         | TypeScript         |       -192 |        -20 |        -16 |       -228 |
| /home/developer/projects/open-navigator/frontend/src/utils/censusMetricGroups.ts                                                                         | TypeScript         |        -80 |        -17 |        -10 |       -107 |
| /home/developer/projects/open-navigator/frontend/src/utils/censusRegions.ts                                                                              | TypeScript         |        -70 |         -2 |         -4 |        -76 |
| /home/developer/projects/open-navigator/frontend/src/utils/communityLocationLabel.ts                                                                     | TypeScript         |        -11 |         -1 |         -2 |        -14 |
| /home/developer/projects/open-navigator/frontend/src/utils/dataExplorerPaths.ts                                                                          | TypeScript         |        -26 |         -6 |         -9 |        -41 |
| /home/developer/projects/open-navigator/frontend/src/utils/dataExplorerScorecardHelpers.ts                                                               | TypeScript         |       -300 |        -13 |        -27 |       -340 |
| /home/developer/projects/open-navigator/frontend/src/utils/dateTime.ts                                                                                   | TypeScript         |        -58 |         -4 |         -6 |        -68 |
| /home/developer/projects/open-navigator/frontend/src/utils/devLog.ts                                                                                     | TypeScript         |         -8 |         -1 |         -2 |        -11 |
| /home/developer/projects/open-navigator/frontend/src/utils/filterExtensionConsoleNoise.ts                                                                | TypeScript         |        -42 |         -6 |         -7 |        -55 |
| /home/developer/projects/open-navigator/frontend/src/utils/formatCompact.ts                                                                              | TypeScript         |        -52 |         -3 |         -6 |        -61 |
| /home/developer/projects/open-navigator/frontend/src/utils/formatters.ts                                                                                 | TypeScript         |        -26 |        -10 |         -6 |        -42 |
| /home/developer/projects/open-navigator/frontend/src/utils/giniLetterGrade.ts                                                                            | TypeScript         |        -96 |         -9 |         -8 |       -113 |
| /home/developer/projects/open-navigator/frontend/src/utils/huggingface.ts                                                                                | TypeScript         |       -161 |       -107 |        -35 |       -303 |
| /home/developer/projects/open-navigator/frontend/src/utils/inflation.ts                                                                                  | TypeScript         |        -50 |        -24 |         -6 |        -80 |
| /home/developer/projects/open-navigator/frontend/src/utils/linkifiedText.tsx                                                                             | TypeScript JSX     |        -51 |         -1 |         -7 |        -59 |
| /home/developer/projects/open-navigator/frontend/src/utils/ringOverlap.ts                                                                                | TypeScript         |        -53 |        -23 |         -7 |        -83 |
| /home/developer/projects/open-navigator/frontend/src/utils/stateMapping.ts                                                                               | TypeScript         |        -91 |        -20 |        -10 |       -121 |
| /home/developer/projects/open-navigator/frontend/src/utils/wikicommonsLicensePlate.ts                                                                    | TypeScript         |        -20 |        -12 |         -6 |        -38 |
| /home/developer/projects/open-navigator/frontend/src/utils/wikimediaStateSilhouette.ts                                                                   | TypeScript         |        -40 |        -16 |         -8 |        -64 |
| /home/developer/projects/open-navigator/frontend/src/vite-env.d.ts                                                                                       | TypeScript         |         -6 |         -2 |         -3 |        -11 |
| /home/developer/projects/open-navigator/frontend/tailwind.config.js                                                                                      | JavaScript         |        -51 |         -1 |         -1 |        -53 |
| /home/developer/projects/open-navigator/frontend/tsconfig.json                                                                                           | JSON with Comments |        -21 |         -2 |         -3 |        -26 |
| /home/developer/projects/open-navigator/frontend/tsconfig.node.json                                                                                      | JSON               |        -10 |          0 |         -1 |        -11 |
| /home/developer/projects/open-navigator/frontend/vite.config.ts                                                                                          | TypeScript         |        -35 |         -2 |         -2 |        -39 |
| /home/developer/projects/open-navigator/notebooks/Jurisdiction_Discovery.py                                                                              | Python             |        -76 |       -168 |        -64 |       -308 |
| /home/developer/projects/open-navigator/notebooks/example_analysis.py                                                                                    | Python             |       -101 |        -59 |        -52 |       -212 |
| /home/developer/projects/open-navigator/output/TUSCALOOSA_ADVOCACY_BRIEF.md                                                                              | Markdown           |        -83 |          0 |        -62 |       -145 |
| /home/developer/projects/open-navigator/output/tuscaloosa/suiteonemedia_20260503_041932.json                                                             | JSON               |       -404 |          0 |          0 |       -404 |
| /home/developer/projects/open-navigator/output/tuscaloosa_accountability_dashboards.json                                                                 | JSON               |         -9 |          0 |          0 |         -9 |
| /home/developer/projects/open-navigator/packages/core-lib/src/core_lib/db/__init__.py                                                                    | Python             |          2 |          0 |          0 |          2 |
| /home/developer/projects/open-navigator/packages/core-lib/src/core_lib/db/target_url.py                                                                  | Python             |         14 |          8 |          6 |         28 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/deploy-huggingface.sh                                                       | Shell Script       |        253 |         42 |         41 |        336 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/deploy-via-api.sh                                                           | Shell Script       |         93 |         12 |         18 |        123 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/force-hf-rebuild.sh                                                         | Shell Script       |         17 |          3 |          6 |         26 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/hf-dataset-cleanup.sh                                                       | Shell Script       |         28 |          4 |          7 |         39 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/safe-deploy.sh                                                              | Shell Script       |         96 |         10 |         13 |        119 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/setup-huggingface.sh                                                        | Shell Script       |        111 |         12 |         23 |        146 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/test-huggingface-build.sh                                                   | Shell Script       |        147 |         24 |         32 |        203 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/huggingface/verify-hf-deployment.sh                                                     | Shell Script       |         61 |          6 |         10 |         77 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/load_ocd_jurisdictions_to_sql.sh                                                   | Shell Script       |         74 |          5 |         16 |         95 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrate_all_bronze_tables.sh                                                       | Shell Script       |         49 |          7 |         14 |         70 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrate_bronze_to_schemas.sh                                                       | Shell Script       |         58 |          7 |         14 |         79 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/001_add_datasource_fields.sql                                           | MS SQL             |        178 |         52 |         59 |        289 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/001_add_datasource_fields_rollback.sql                                  | MS SQL             |         38 |         13 |          9 |         60 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/002_create_bronze_events_channels.sql                                   | MS SQL             |         34 |         14 |         12 |         60 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/003_create_bronze_events_search.sql                                     | MS SQL             |         58 |         38 |         20 |        116 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/004_create_bronze_events_text_ai.sql                                    | MS SQL             |         28 |         35 |         18 |         81 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/005_create_bronze_events_youtube.sql                                    | MS SQL             |         48 |         21 |         16 |         85 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/006_add_audio_tracking_fields.sql                                       | MS SQL             |         19 |         12 |          8 |         39 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/007_create_bronze_events_analysis_ai.sql                                | MS SQL             |         22 |          0 |          2 |         24 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/008_create_bronze_zip_county.sql                                        | MS SQL             |         16 |          0 |          3 |         19 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/009_create_bronze_jurisdictions_scraped.sql                             | MS SQL             |         89 |          8 |         10 |        107 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/010_add_jurisdiction_id.sql                                             | MS SQL             |         80 |         31 |         36 |        147 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/011_add_jurisdiction_type_and_source.sql                                | MS SQL             |         63 |         21 |         15 |         99 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/012_convert_jurisdiction_columns_to_enum.sql                            | MS SQL             |        124 |         32 |         19 |        175 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/013_add_jurisdiction_id_prefix.sql                                      | MS SQL             |         94 |         32 |         18 |        144 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/014_create_bronze_jurisdictions_openstates.sql                          | MS SQL             |         21 |          8 |          5 |         34 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/015_rename_bronze_naco_jurisdictions.sql                                | MS SQL             |         22 |          2 |          5 |         29 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/016_rename_bronze_jurisdictions_municipalities_uscm.sql                 | MS SQL             |         30 |          3 |          5 |         38 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/017_calendar_year_columns_to_varchar.sql                                | MS SQL             |         98 |         15 |          9 |        122 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/018_create_bronze_events_meetings_scraped.sql                           | MS SQL             |         71 |          3 |         12 |         86 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/018_policy_legislation_linkage.sql                                      | MS SQL             |         69 |          7 |         12 |         88 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/018_rename_public_core_tables.sql                                       | MS SQL             |         25 |         10 |          6 |         41 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/019_recreate_bronze_events_meetings_scraped_granular.sql                | MS SQL             |        109 |          3 |         13 |        125 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/019_rename_public_entity_tables.sql                                     | MS SQL             |          9 |          9 |          5 |         23 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/020_recreate_bronze_events_meetings_scraped_link_document.sql           | MS SQL             |        123 |          2 |         13 |        138 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/020_rename_public_log_sync_tables.sql                                   | MS SQL             |          4 |          6 |          4 |         14 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/021_create_bronze_dot_public_events.sql                                 | MS SQL             |         24 |          2 |          5 |         31 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/021_rename_oauth_states_to_contact_oauth_states.sql                     | MS SQL             |          3 |          5 |          4 |         12 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/022_add_channel_description.sql                                         | MS SQL             |          4 |          2 |          4 |         10 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/022_rename_organizations_nonprofit_search_to_organization_nonprofit.sql | MS SQL             |         17 |          6 |          5 |         28 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/023_drop_channel_view_count.sql                                         | MS SQL             |          4 |          2 |          4 |         10 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/023_rename_reference_ntee_codes_to_cause_ntee.sql                       | MS SQL             |         16 |          6 |          4 |         26 |
| /home/developer/projects/open-navigator/packages/hosting/scripts/neon/migrations/024_add_view_count_bronze_events_channels.sql                           | MS SQL             |          4 |          2 |          4 |         10 |
